trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
BACKTESTER-001,RSIMeanReversionStrategy-000,BTCUSD.CRYPTO,CRYPTO-1-001,BTCUSD.CRYPTO-RSIMeanReversionStrategy-000,CRYPTO-001,CRYPTO-1-015,MARKET,BUY,1,GTC,False,False,1,TAKER,114.22,0.0,['0.11 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,70a80f0c-026b-4d9e-9810-a9089d1ae801,2013-05-15 00:00:00+00:00,2013-05-15 00:00:00+00:00
BACKTESTER-001,RSIMeanReversionStrategy-000,BTCUSD.CRYPTO,CRYPTO-1-002,BTCUSD.CRYPTO-RSIMeanReversionStrategy-000,CRYPTO-001,CRYPTO-1-4698,MARKET,SELL,1,GTC,True,False,1,TAKER,69926.92,0.0,['69.93 USD'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,d272fccd-23dd-4b67-81fc-0ac9217f666e,2026-03-10 00:00:00+00:00,2026-03-10 00:00:00+00:00
