USERID,SYMBOL,EXCHANGE,TRANSACTION,QUANTITY,LOTS,MULTIPLIER,OrderID,ENTRY TIME,ENTRY PRICE,ENTRY REASON,OPTION TYPE,STRIKE,PORTFOLIO NAME,STRATEGY,EXIT TIME,AVG EXIT PRICE,EXIT REASON,PNL,_IS_HEDGE,_PARENT_ID
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-256c68c6-1578-46a3-853d-20758328420d,17-11-2021 00:00:00,60368.01,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,21-11-2021 00:00:00,58730.48,Strategy Signal,1518.43,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-006f469b-bb31-42db-a5f7-08f42af83555,18-01-2017 00:00:00,886.62,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,25-01-2017 00:00:00,901.54,Strategy Signal,13.13,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-78aa6e0b-b0db-4c6e-a93d-1bbe0d8178ee,18-03-2018 00:00:00,8223.68,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,21-03-2018 00:00:00,8929.28,Strategy Signal,-722.75,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-13d77394-2e5d-42e0-9c99-7002a8cc182c,18-03-2024 00:00:00,67548.59,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,03-04-2024 00:00:00,65980.81,Strategy Signal,-1701.31,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-38a372a3-99bf-4b2f-a10e-5d3e974e05df,18-04-2015 00:00:00,223.36,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,19-04-2015 00:00:00,222.6,Strategy Signal,0.32,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-4e70de58-de37-4e85-ad1a-0f0fd8c973c9,18-05-2018 00:00:00,8250.97,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,19-05-2018 00:00:00,8247.18,Strategy Signal,-12.71,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-079e3213-7274-49cb-a574-f22a1d75dfa5,18-06-2014 00:00:00,607.96,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,21-06-2014 00:00:00,594.99,Strategy Signal,-14.17,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-728edf8f-0893-4297-b955-6d3d0efeb3ed,18-09-2015 00:00:00,232.98,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,09-10-2015 00:00:00,243.93,Strategy Signal,10.48,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-76e9aa8d-8ede-42ba-9789-559aa9678138,18-11-2025 00:00:00,92948.87,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,28-11-2025 00:00:00,90919.27,Strategy Signal,1845.73,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-e5c2c8c5-f93a-433c-a598-86d6652658f6,18-12-2016 00:00:00,790.53,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,07-01-2017 00:00:00,908.59,Strategy Signal,116.36,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-a1cb9cd4-7034-4102-99c3-c32c8db8d732,18-12-2017 00:00:00,19114.2,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,27-12-2017 00:00:00,15838.5,Strategy Signal,3240.75,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-7a0913a1-6d9b-482f-a75b-66b21429f5ba,19-01-2021 00:00:00,36069.81,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,22-01-2021 00:00:00,33005.76,Strategy Signal,-3133.13,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-9108a8f8-2f48-4d3e-b1b7-a36bd73b51f5,19-03-2015 00:00:00,260.93,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,23-03-2015 00:00:00,266.74,Strategy Signal,-6.34,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-1bce5ac9-309d-4624-bd2d-4d18c75790a8,19-05-2020 00:00:00,9729.04,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,26-05-2020 00:00:00,8835.05,Strategy Signal,875.42,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-e22edd80-c29a-43f2-ac81-712ffb2da628,19-07-2016 00:00:00,672.86,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,21-08-2016 00:00:00,581.31,Strategy Signal,90.3,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-a7e2bdca-d3c7-4dd1-ae49-f3c999c8e128,19-08-2024 00:00:00,59493.45,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,20-08-2024 00:00:00,59012.79,Strategy Signal,362.16,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-e19516a7-9b65-4a71-8169-acc8d561b32b,19-09-2016 00:00:00,609.23,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,13-10-2016 00:00:00,636.79,Strategy Signal,26.31,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-d6e8a42a-1f49-4db9-a45c-ba1cd4b28966,19-09-2017 00:00:00,3924.97,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,22-09-2017 00:00:00,3630.7,Strategy Signal,-301.82,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-2092b5a4-de94-4a15-9952-520e7cda8fc4,19-11-2016 00:00:00,751.62,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,14-12-2016 00:00:00,781.48,Strategy Signal,28.33,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-2c86baae-cce3-42be-b619-a5baf7bc777c,19-12-2023 00:00:00,42270.53,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,25-12-2023 00:00:00,43613.14,Strategy Signal,1256.73,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-64a1941a-deda-4568-971f-8673859fe9ac,20-01-2014 00:00:00,870.2,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,09-02-2014 00:00:00,682.9,Strategy Signal,-188.85,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-4b886e04-a1dd-40c9-874d-2a9545810c0a,20-02-2023 00:00:00,24829.15,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,21-02-2023 00:00:00,24436.35,Strategy Signal,343.53,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-25e3a70a-7a4f-4784-a3c4-37ec7f1a7a8d,20-04-2014 00:00:00,498.17,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,23-04-2014 00:00:00,491.3,Strategy Signal,-7.86,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-8892e294-2fd9-48ca-b422-9d5c6288508a,20-04-2022 00:00:00,41374.38,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,01-05-2022 00:00:00,38469.09,Strategy Signal,-2985.13,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-46549672-acd0-4d17-b249-daed1a317c3b,20-05-2016 00:00:00,442.68,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,29-05-2016 00:00:00,526.23,Strategy Signal,-84.52,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-a9f74317-09bc-42bd-aab7-9e79f20f933f,20-06-2015 00:00:00,245.21,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,06-07-2015 00:00:00,269.03,Strategy Signal,-24.34,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-85851b2d-fe96-4cc1-8c6d-720171fedcba,20-06-2020 00:00:00,9332.34,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,21-06-2020 00:00:00,9303.63,Strategy Signal,10.08,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-d5b50b37-4293-4538-b50e-ec325ac97201,20-07-2018 00:00:00,7354.13,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,21-07-2018 00:00:00,7419.29,Strategy Signal,50.39,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-0a5614d2-dbce-4751-923b-dac581da7b43,20-08-2019 00:00:00,10763.23,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,11-09-2019 00:00:00,10178.37,Strategy Signal,-605.8,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-952eec49-2521-4be2-ba96-11b7269bed8c,20-08-2022 00:00:00,21166.06,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,24-08-2022 00:00:00,21395.02,Strategy Signal,-271.53,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-020dc9a9-f353-49be-8999-345053a75ee3,20-12-2020 00:00:00,23477.3,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,24-12-2020 00:00:00,23735.95,Strategy Signal,211.43,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-459efef9-31f6-4b5b-9173-abe165f6e673,20-12-2021 00:00:00,46880.28,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,22-12-2021 00:00:00,48628.51,Strategy Signal,-1843.74,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-a703933d-5515-4587-910e-e167270ac2c6,20-12-2024 00:00:00,97755.93,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,21-12-2024 00:00:00,97224.73,Strategy Signal,336.22,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-7710ffe4-d6c6-4bd9-865b-b075fdc1fa1b,21-02-2019 00:00:00,3954.12,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,02-03-2019 00:00:00,3864.42,Strategy Signal,-97.51,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-9a243163-ed04-4adf-a86c-a39ef8b10883,21-04-2024 00:00:00,64926.64,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,25-04-2024 00:00:00,64481.71,Strategy Signal,-574.34,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-6f6f503b-c4e8-4511-a3cd-cce5131f3fba,21-06-2013 00:00:00,109.5,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,04-07-2013 00:00:00,80.53,Strategy Signal,-29.16,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-7bf2a7be-4b15-432d-acdc-341afbee6b03,21-06-2017 00:00:00,2689.1,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,22-06-2017 00:00:00,2705.41,Strategy Signal,10.91,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-feb32ede-3340-4f83-8533-1795d73f11a0,21-07-2013 00:00:00,90.76,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,22-07-2013 00:00:00,91.61,Strategy Signal,-1.03,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-6549e7be-b190-4a49-b0bd-7525f7c38fef,21-07-2015 00:00:00,275.83,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,22-07-2015 00:00:00,277.22,Strategy Signal,0.83,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-1a015d45-9191-4485-9253-99f7f26195e9,21-08-2021 00:00:00,48905.49,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,22-08-2021 00:00:00,49321.65,Strategy Signal,317.93,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-6891136f-fcd6-4531-bb9f-f52db3b9909f,21-09-2013 00:00:00,127.43,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,05-10-2013 00:00:00,128.55,Strategy Signal,-1.38,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-a769e7ba-0e55-400e-b36a-f34a0b0e2d4f,21-10-2018 00:00:00,6482.35,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,22-10-2018 00:00:00,6487.16,Strategy Signal,-8.16,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-9e6c36ce-4a89-4a9d-a5b2-e5a87b71f25d,22-04-2015 00:00:00,234.18,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,23-04-2015 00:00:00,236.46,Strategy Signal,1.81,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-114cb2ab-c4ba-4563-862e-4a976c105e63,22-04-2017 00:00:00,1231.71,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,28-04-2017 00:00:00,1316.48,Strategy Signal,-87.32,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-3b8a6d52-7acc-4b0d-aaa3-f1328f10d2d6,22-06-2021 00:00:00,32505.66,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,28-06-2021 00:00:00,34434.34,Strategy Signal,-1995.62,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-01ae1825-2815-43d0-8f8f-f8f8bd1e7b6c,22-07-2014 00:00:00,621.55,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,29-08-2014 00:00:00,508.52,Strategy Signal,-114.16,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-d231263b-dc11-4767-98ee-069271fc74a0,22-07-2024 00:00:00,67585.25,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,25-07-2024 00:00:00,65777.22,Strategy Signal,-1941.4,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-cfcc915b-ebe8-4ccf-b939-5db5ce0dcf49,22-08-2018 00:00:00,6376.71,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,12-10-2018 00:00:00,6274.58,Strategy Signal,-114.78,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-a04d1bfc-c0c1-41f9-8cc9-5cf2ebb4cee9,22-09-2019 00:00:00,10070.39,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,28-09-2019 00:00:00,8245.92,Strategy Signal,1806.15,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-36b77a8c-906c-431d-bd77-d55ac06a3861,22-12-2025 00:00:00,88490.02,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,24-12-2025 00:00:00,87611.96,Strategy Signal,-1054.16,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-eec5637b-4448-42b8-812b-c76bd200f125,23-01-2019 00:00:00,3585.12,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,01-02-2019 00:00:00,3487.95,Strategy Signal,-104.25,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-04c9ba8c-f08d-49cd-b405-ddb67c6569ce,23-01-2024 00:00:00,39845.55,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,28-01-2024 00:00:00,42035.59,Strategy Signal,-2271.93,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-2ee6d633-8ced-4bb5-b815-b603a82f70ff,23-02-2014 00:00:00,605.82,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,01-03-2014 00:00:00,565.61,Strategy Signal,-41.39,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-f9b02202-1d09-4d3b-bb43-641d5ca92c1f,23-02-2015 00:00:00,238.89,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,08-03-2015 00:00:00,274.35,Strategy Signal,-35.97,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-b2d4696d-e88a-437c-8841-612b359a43cb,23-02-2022 00:00:00,37296.57,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,24-02-2022 00:00:00,38332.61,Strategy Signal,960.41,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-1571837c-144f-47b4-b3af-b19bade80f3a,23-02-2023 00:00:00,23947.49,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,31-03-2023 00:00:00,28478.48,Strategy Signal,4478.56,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-038f47ba-7ed9-4100-adda-5a7db29e1071,23-03-2018 00:00:00,8879.62,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,24-03-2018 00:00:00,8668.12,Strategy Signal,193.95,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-c7a68bfa-f962-46b4-9b44-b651c94dc94d,23-03-2019 00:00:00,4035.83,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,28-03-2019 00:00:00,4069.11,Strategy Signal,-41.39,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-8dd90de1-234c-41a1-b492-917a7e585d60,23-03-2021 00:00:00,54738.94,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,28-03-2021 00:00:00,55950.75,Strategy Signal,-1322.5,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-6c85b679-d75f-454a-8798-8a170381ffd3,23-05-2015 00:00:00,238.87,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,26-05-2015 00:00:00,237.12,Strategy Signal,-2.23,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-d3be0607-2150-4983-8ddf-f7445e50a84c,23-05-2019 00:00:00,7881.85,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,01-06-2019 00:00:00,8564.02,Strategy Signal,-698.61,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-199b10a5-c9cd-47ce-995a-864a41dfc482,23-06-2020 00:00:00,9629.66,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,28-06-2020 00:00:00,9143.58,Strategy Signal,-504.85,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-e0ab9e74-9747-4566-b0f9-65a06babbd52,23-07-2015 00:00:00,276.05,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,02-08-2015 00:00:00,282.61,Strategy Signal,6.0,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-6b34c302-3abf-4252-aa93-ceafac3d08dd,23-08-2016 00:00:00,583.41,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,02-09-2016 00:00:00,575.54,Strategy Signal,-9.03,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-97b76683-eee2-43fd-88bd-10a0a8ab73a5,23-10-2018 00:00:00,6475.74,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,27-10-2018 00:00:00,6480.38,Strategy Signal,-17.6,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-6208ad8a-6244-4125-a4ce-b07ae0582dd8,23-10-2021 00:00:00,61393.62,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,09-11-2021 00:00:00,66971.83,Strategy Signal,-5706.57,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-61e0a22f-098f-4b44-929b-e6e2d48797ea,23-11-2021 00:00:00,57569.07,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,19-12-2021 00:00:00,46707.01,Strategy Signal,10757.78,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-c3c6691b-551a-4e2c-8457-435febe2d441,23-12-2018 00:00:00,3998.98,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,30-12-2018 00:00:00,3865.95,Strategy Signal,-140.9,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-37c3ae92-9d6a-4b2d-9f3e-21dbbb51733e,23-12-2019 00:00:00,7355.63,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,27-12-2019 00:00:00,7290.09,Strategy Signal,-80.19,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-83821e5c-ed3c-40c8-a429-2c4dc27e4f31,23-12-2022 00:00:00,16796.95,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,24-12-2022 00:00:00,16847.76,Strategy Signal,17.16,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-7b3bf610-96a9-4d9c-a266-8314429a1ac7,24-01-2021 00:00:00,32289.38,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,29-01-2021 00:00:00,34316.39,Strategy Signal,-2093.62,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-2f37d71a-8a69-4276-af24-00a3c7f99f0c,24-02-2016 00:00:00,424.95,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,25-02-2016 00:00:00,424.54,Strategy Signal,-0.43,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-219be230-d93f-4ba1-8c31-723c036b3929,24-05-2014 00:00:00,525.14,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,16-06-2014 00:00:00,592.19,Strategy Signal,-68.17,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-43c36a13-166b-4d16-a576-7387f01ea889,24-05-2018 00:00:00,7587.34,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,30-05-2018 00:00:00,7406.52,Strategy Signal,165.82,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-fbfa9175-8ddd-4ba6-8f7c-7b1db9b506ff,24-05-2022 00:00:00,29655.59,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,25-05-2022 00:00:00,29562.36,Strategy Signal,34.01,False,
UID001,BTCUSD,CRYPTO,BUY,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-8554fb9c-2507-473f-9001-0c022d406efb,24-12-2013 00:00:00,665.58,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,08-01-2014 00:00:00,842.72,Strategy Signal,175.63,False,
UID001,BTCUSD,CRYPTO,SELL,1.0,1.0,1.0,BTCUSD.CRYPTO-DecoyStrategy-000-f96b480e-233a-4a1f-8daf-8845833342ea,25-03-2017 00:00:00,972.78,Strategy Signal,,,Decoy_Long_Decoy_Short,Decoy_Long_Decoy_Short,26-03-2017 00:00:00,966.72,Strategy Signal,4.12,False,
